food_id,food_name_english,food_name_luganda,food_category,edible_portion_percent,energy_kcal_per_100g,protein_g_per_100g,fat_g_per_100g,carbohydrate_g_per_100g,fiber_g_per_100g,calcium_mg_per_100g,iron_mg_per_100g,zinc_mg_per_100g,vitamin_a_mcg_per_100g,vitamin_d_mcg_per_100g,vitamin_b12_mcg_per_100g,folate_mcg_per_100g,vitamin_c_mg_per_100g,omega3_g_per_100g,sodium_mg_per_100g,potassium_mg_per_100g,data_source,notes,preparation_state,seasonality,avg_market_price_ugx_per_kg,availability_score,region,data_collection_date,dataset_version
UG1073,Eggs,Amagi,Proteins,65,322.0,24.94,10.03,4.79,0.0,42.3,0.5,0.5,43.0,4.57,0.0,46.6,0.0,0.896,108.2,564.6,FAO/INFOODS,No additional notes for proteins category,raw,Year-round,3600,0.62,Western,2020-05-02,v1.0-simulated-2025-11-12
UG1074,Groundnut paste,Ebyensosso (groundnut paste),Fats,100,589.5,0.0,34.52,19.59,0.0,49.0,1.55,0.0,41.9,0.0,0.0,24.6,0.0,1.591,0.2,481.6,UBOS market survey,No additional notes for fats category,sun-dried,Harvest season,200,0.73,National,2020-12-21,v1.0-simulated-2025-11-12
UG1075,Banana (ripe) (fried),Muzukulu,Fruits,84,93.3,0.3,0.01,8.0,2.98,53.1,0.51,0.03,4.6,0.0,0.0,5.0,5.0,0.017,3.9,448.1,Estimated,Estimated value; requires verification from lab/FCT,fried,Year-round,2085,0.76,Western,2020-02-12,v1.0-simulated-2025-11-12
UG1076,Passion fruit,Passion,Fruits,99,77.8,0.59,0.32,13.21,1.62,13.6,0.0,0.4,108.9,0.0,0.0,15.5,69.1,0.038,0.0,279.1,UBOS market survey,No additional notes for fruits category,boiled,Year-round,1459,0.25,Eastern,2022-04-12,v1.0-simulated-2025-11-12
UG1077,Eggs (boiled),Amagi,Proteins,94,165.2,22.52,0.5,3.91,0.0,5.0,7.77,4.91,0.0,0.0,3.48,41.0,5.6,0.0,86.4,460.3,UBOS market survey,No additional notes for proteins category,boiled,Rainy season,2226,0.63,Central,2022-10-22,v1.0-simulated-2025-11-12
UG1078,Eggs,Amagi,Proteins,93,163.5,26.43,4.68,12.13,3.16,5.0,5.98,3.71,0.0,0.0,2.69,34.8,13.8,0.218,0.0,319.8,UBOS market survey,No additional notes for proteins category,raw,Dry season,1453,0.77,Western,2019-12-04,v1.0-simulated-2025-11-12
UG1079,Dodo (amaranth) (roasted),Dodo,Vegetables,86,26.7,1.99,0.0,9.57,0.5,5.0,0.0,0.5,274.4,0.0,0.0,92.5,52.4,0.122,15.8,235.1,FAO/INFOODS,No additional notes for vegetables category,roasted,Rainy season,2888,0.73,Central,2019-02-24,v1.0-simulated-2025-11-12
UG1080,Jackfruit,Jackfruit,Fruits,87,35.3,0.78,0.0,9.39,0.87,39.2,0.71,0.21,9.3,0.0,0.0,35.7,56.5,0.017,7.8,312.1,UBOS market survey,No additional notes for fruits category,smoked,Dry season,1138,0.54,Western,2022-10-27,v1.0-simulated-2025-11-12
UG1081,Spinach (steamed),Spinach,Vegetables,78,31.0,0.8,0.58,8.71,1.63,121.9,2.04,0.0,87.5,0.0,0.0,36.9,38.5,0.037,0.0,209.1,HarvestPlus 2012,No additional notes for vegetables category,steamed,Dry season,1163,0.21,Eastern,2025-09-20,v1.0-simulated-2025-11-12
UG1082,Sweet potato,Emikajjo (sweet potato),Staples,99,86.5,4.56,2.74,24.27,2.53,14.2,1.16,0.1,41.3,0.0,0.0,25.0,17.9,0.07,9.0,238.4,UBOS market survey,No additional notes for staples category,smoked,Harvest season,1638,0.47,Northern,2022-01-18,v1.0-simulated-2025-11-12
UG1083,Sesame seeds,Sesame,Fats,100,603.3,0.0,52.95,13.17,0.0,38.9,2.55,0.0,0.0,0.0,0.0,39.5,0.0,0.019,1.1,451.7,HarvestPlus 2012,No additional notes for fats category,boiled,Rainy season,1183,0.57,National,2023-05-21,v1.0-simulated-2025-11-12
UG1084,Jackfruit,Jackfruit,Fruits,98,91.7,1.22,0.2,8.82,0.93,27.8,0.0,0.09,0.0,0.0,0.0,5.0,31.5,0.0,7.0,532.7,HarvestPlus 2012,No additional notes for fruits category,fried,Harvest season,1209,0.4,Central,2024-07-22,v1.0-simulated-2025-11-12
UG1085,Passion fruit (dried),Passion,Fruits,82,49.9,0.3,0.0,8.0,3.96,12.3,0.94,0.0,0.0,0.0,0.0,5.0,17.9,0.093,3.3,689.1,UBOS market survey,No additional notes for fruits category,dried,Dry season,4047,0.8,Western,2024-04-21,v1.0-simulated-2025-11-12
UG1086,Jackfruit,Jackfruit,Fruits,79,58.2,0.69,0.55,14.71,1.35,36.0,0.0,0.2,101.6,0.0,0.0,5.0,12.4,0.003,3.3,419.9,UBOS market survey,No additional notes for fruits category,boiled,Dry season,2511,0.01,Central,2017-07-07,v1.0-simulated-2025-11-12
UG1087,Pawpaw (papaya),Pawpaw,Fruits,96,57.0,0.86,0.53,11.84,2.77,69.5,1.93,0.22,67.0,0.0,0.0,46.6,19.8,0.04,0.0,287.8,FAO/INFOODS,No additional notes for fruits category,smoked,Rainy season,922,0.81,Eastern,2022-06-01,v1.0-simulated-2025-11-12
UG1088,Cassava,Kasava,Staples,100,148.2,3.95,2.93,27.34,1.2,9.6,1.39,0.59,14.6,0.0,0.0,44.2,17.5,0.0,1.0,195.5,HarvestPlus 2012,No additional notes for staples category,fried,Year-round,1329,0.55,Central,2025-08-26,v1.0-simulated-2025-11-12
UG1089,Pineapple,Paineapul,Fruits,100,41.0,1.13,0.44,8.0,3.33,8.9,1.11,0.22,170.7,0.0,0.0,5.0,5.0,0.0,1.7,658.3,HarvestPlus 2012,No additional notes for fruits category,boiled,Year-round,1464,0.41,Central,2016-12-20,v1.0-simulated-2025-11-12
UG1090,Tomatoes (raw),Tomati,Vegetables,79,62.4,2.59,0.0,7.73,2.15,82.2,1.77,0.0,0.0,0.0,0.0,5.0,64.4,0.027,16.8,842.3,Estimated,Estimated value; requires verification from lab/FCT,raw,Year-round,1058,0.53,Western,2025-05-18,v1.0-simulated-2025-11-12
UG1091,Posho (maize meal),Posho,Staples,84,120.0,3.32,0.39,22.65,2.39,14.8,0.83,0.2,47.4,0.0,0.0,25.5,17.9,0.06,0.0,703.7,HarvestPlus 2012,No additional notes for staples category,smoked,Year-round,1384,0.69,Central,2019-02-12,v1.0-simulated-2025-11-12
UG1092,Cassava,Kasava,Staples,99,79.7,0.53,1.47,27.25,1.01,26.4,0.85,0.36,23.5,0.0,0.0,5.0,18.1,0.002,0.1,439.6,FAO/INFOODS,No additional notes for staples category,roasted,Dry season,380,0.56,Central,2024-11-05,v1.0-simulated-2025-11-12
UG1093,Posho (maize meal) (steamed),Posho,Staples,94,146.2,2.74,1.0,31.01,2.0,24.8,0.83,0.17,30.7,0.0,0.0,31.6,12.0,0.055,0.0,206.9,UBOS market survey,No additional notes for staples category,steamed,Dry season,3606,0.62,Eastern,2016-04-10,v1.0-simulated-2025-11-12
UG1094,Spinach,Spinach,Vegetables,77,23.9,2.78,0.76,10.05,1.53,5.0,1.92,0.24,514.3,0.0,0.0,5.0,55.6,0.118,10.0,463.4,FAO/INFOODS,No additional notes for vegetables category,sun-dried,Year-round,1186,0.42,Central,2016-09-02,v1.0-simulated-2025-11-12
UG1095,Dodo (amaranth),Dodo,Vegetables,90,28.2,2.43,0.0,6.79,3.56,8.3,4.48,0.1,0.0,0.0,0.0,5.0,33.1,0.141,17.3,288.5,FAO/INFOODS,No additional notes for vegetables category,roasted,Rainy season,3200,0.66,Western,2023-12-09,v1.0-simulated-2025-11-12
UG1096,Sunflower oil (raw),Sunflower oil,Fats,81,579.5,9.28,71.04,11.24,0.0,53.1,0.0,2.97,0.0,0.0,0.0,13.2,0.0,0.0,1.6,512.8,HarvestPlus 2012,No additional notes for fats category,raw,Rainy season,3658,0.78,National,2016-04-26,v1.0-simulated-2025-11-12
UG1097,Mango (fried),Mangoo,Fruits,87,61.7,1.68,1.2,8.0,1.38,45.9,0.27,0.02,0.0,0.0,0.0,5.0,5.0,0.022,5.5,100.0,FAO/INFOODS,No additional notes for fruits category,fried,Harvest season,3267,0.36,Central,2023-11-02,v1.0-simulated-2025-11-12
UG1098,Pineapple,Paineapul,Fruits,79,4.4,2.05,0.37,8.0,2.24,2.0,0.72,0.72,148.8,0.0,0.0,20.2,5.0,0.058,4.2,296.6,Estimated,Estimated value; requires verification from lab/FCT,boiled,Rainy season,639,0.6,Northern,2024-08-06,v1.0-simulated-2025-11-12
UG1099,Mango,Mangoo,Fruits,79,46.2,1.62,0.51,15.37,4.02,2.0,1.59,0.14,85.7,0.0,0.0,8.5,5.0,0.035,6.2,444.6,HarvestPlus 2012,No additional notes for fruits category,fried,Year-round,7417,0.76,National,2024-05-04,v1.0-simulated-2025-11-12
UG1100,Mukene (small dried fish) (fried),Mukene,Proteins,99,264.8,36.23,15.67,4.41,1.42,5.0,12.63,3.21,0.0,0.0,0.48,33.2,5.0,1.192,0.0,394.8,UBOS market survey,No additional notes for proteins category,fried,Year-round,3999,0.5,Central,2022-03-09,v1.0-simulated-2025-11-12
UG1101,Chicken (meat) (steamed),Enkoko,Proteins,90,393.5,17.79,5.71,2.95,0.0,208.3,2.09,3.95,19.4,1.21,0.0,20.4,8.6,0.509,0.0,150.0,Estimated,Estimated value; requires verification from lab/FCT,steamed,Dry season,1663,0.61,Northern,2023-05-01,v1.0-simulated-2025-11-12
UG1102,Sukuma wiki (collard greens) (dried),Sukuma wiki,Vegetables,93,6.2,0.8,0.26,7.25,1.13,59.4,2.22,0.67,0.0,0.0,0.0,94.5,5.0,0.019,20.3,475.9,FAO/INFOODS,No additional notes for vegetables category,dried,Year-round,1535,0.59,Northern,2018-04-01,v1.0-simulated-2025-11-12
UG1103,Beans,Ebijanjaalo,Proteins,95,400.3,8.0,12.5,0.0,0.0,182.5,9.93,4.01,0.0,2.66,0.19,1.0,7.6,0.788,0.0,277.9,Estimated,Estimated value; requires verification from lab/FCT,roasted,Year-round,2197,0.08,Northern,2020-12-13,v1.0-simulated-2025-11-12
UG1104,Spinach (raw),Spinach,Vegetables,70,35.8,2.18,0.0,1.99,3.56,29.8,2.05,0.52,325.2,0.0,0.0,69.4,5.0,0.079,25.1,666.9,HarvestPlus 2012,No additional notes for vegetables category,raw,Rainy season,2382,0.92,Northern,2021-05-16,v1.0-simulated-2025-11-12
UG1105,Dodo (amaranth) (fried),Dodo,Vegetables,79,30.4,3.14,0.56,6.46,1.17,5.0,3.9,1.25,420.0,0.0,0.0,29.8,61.8,0.008,31.1,318.7,FAO/INFOODS,No additional notes for vegetables category,fried,Year-round,1500,0.28,Western,2023-08-19,v1.0-simulated-2025-11-12
UG1106,Goat meat (dried),Enjovu,Proteins,78,306.2,8.0,12.18,14.92,0.0,5.0,0.5,1.63,40.1,0.0,2.51,10.8,0.3,1.08,161.0,219.0,HarvestPlus 2012,No additional notes for proteins category,dried,Rainy season,1468,0.69,Northern,2017-09-24,v1.0-simulated-2025-11-12
UG1107,Eggs,Amagi,Proteins,78,137.1,25.3,18.53,1.98,0.0,40.1,0.62,0.5,45.3,0.0,4.12,13.4,0.0,0.07,53.5,176.7,UBOS market survey,No additional notes for proteins category,smoked,Harvest season,2933,0.18,Western,2020-07-12,v1.0-simulated-2025-11-12
UG1108,Cabbage (dried),Cabbage,Vegetables,73,66.8,2.13,0.0,1.28,0.5,26.6,1.23,0.79,206.8,0.0,0.0,20.3,21.5,0.0,30.5,277.1,UBOS market survey,No additional notes for vegetables category,dried,Rainy season,3226,0.82,Northern,2024-08-26,v1.0-simulated-2025-11-12
UG1109,Millet,Oburo (millet),Staples,88,92.3,2.65,1.58,19.87,4.57,19.3,0.48,0.0,27.5,0.0,0.0,25.3,24.7,0.054,0.1,203.5,Estimated,Estimated value; requires verification from lab/FCT,boiled,Rainy season,3525,0.04,Central,2024-09-30,v1.0-simulated-2025-11-12
UG1110,Passion fruit (dried),Passion,Fruits,85,76.2,0.56,0.0,10.9,2.24,37.0,1.16,0.3,0.0,0.0,0.0,5.0,19.5,0.024,5.3,358.6,HarvestPlus 2012,No additional notes for fruits category,dried,Rainy season,2356,0.66,Northern,2019-01-31,v1.0-simulated-2025-11-12
UG1111,Nakati (eggplant),Nakati,Vegetables,98,41.4,5.19,0.32,1.0,0.98,73.1,0.56,0.0,758.1,0.0,0.0,40.1,7.0,0.0,22.4,453.4,UBOS market survey,No additional notes for vegetables category,sun-dried,Year-round,358,0.61,Central,2018-06-14,v1.0-simulated-2025-11-12
UG1112,Pineapple,Paineapul,Fruits,93,64.8,2.06,0.69,14.72,1.01,19.5,1.55,0.37,56.3,0.0,0.0,33.5,44.1,0.032,5.9,453.4,Estimated,Estimated value; requires verification from lab/FCT,boiled,Dry season,2242,0.57,Northern,2020-05-13,v1.0-simulated-2025-11-12
UG1113,Tomatoes (steamed),Tomati,Vegetables,90,12.0,1.87,0.0,5.91,1.91,65.6,2.77,0.24,696.9,0.0,0.0,7.2,55.2,0.058,2.1,698.5,HarvestPlus 2012,No additional notes for vegetables category,steamed,Year-round,386,0.37,Northern,2015-12-30,v1.0-simulated-2025-11-12
UG1114,Palm oil (dried),Olivi ya palmo,Fats,77,619.5,6.49,30.82,20.29,0.0,2.0,1.81,0.34,8.1,0.0,0.0,18.1,0.0,0.0,4.3,419.9,UBOS market survey,No additional notes for fats category,dried,Harvest season,3366,0.54,Northern,2020-09-16,v1.0-simulated-2025-11-12
UG1115,Cassava,Kasava,Staples,84,137.7,3.98,2.68,17.03,2.43,18.1,0.84,0.59,79.3,0.0,0.0,14.9,9.6,0.009,0.0,466.8,UBOS market survey,No additional notes for staples category,roasted,Rainy season,2071,0.58,Northern,2021-01-12,v1.0-simulated-2025-11-12
UG1116,Posho (maize meal) (dried),Posho,Staples,77,121.3,3.85,1.71,19.43,3.25,11.8,1.03,0.2,19.3,0.0,0.0,42.5,10.0,0.0,0.0,308.6,Estimated,Estimated value; requires verification from lab/FCT,dried,Year-round,3424,0.08,National,2018-04-18,v1.0-simulated-2025-11-12
UG1117,Goat meat,Enjovu,Proteins,93,176.1,20.66,5.55,3.09,0.0,5.0,11.22,0.5,65.4,3.24,2.15,49.1,7.9,0.97,13.5,277.9,Estimated,Estimated value; requires verification from lab/FCT,fried,Rainy season,2679,0.57,National,2025-03-28,v1.0-simulated-2025-11-12
UG1118,Chicken (meat),Enkoko,Proteins,89,185.9,29.24,0.5,4.24,0.0,7.8,8.76,2.63,15.8,0.0,0.1,48.5,5.9,0.077,30.5,399.5,Estimated,Estimated value; requires verification from lab/FCT,sun-dried,Dry season,1963,0.11,Western,2022-04-09,v1.0-simulated-2025-11-12
UG1119,Sorghum (raw),Sorghum,Staples,86,67.5,1.91,2.7,12.15,2.88,4.0,0.88,0.0,106.1,0.0,0.0,5.0,9.0,0.0,14.8,410.2,FAO/INFOODS,No additional notes for staples category,raw,Dry season,4211,0.72,Western,2016-10-14,v1.0-simulated-2025-11-12
UG1120,Passion fruit,Passion,Fruits,78,40.2,1.69,0.41,8.0,3.3,26.4,1.33,0.16,96.3,0.0,0.0,5.0,7.5,0.0,0.0,444.4,UBOS market survey,No additional notes for fruits category,fried,Year-round,3295,0.2,Northern,2021-12-29,v1.0-simulated-2025-11-12
UG1121,Palm oil (steamed),Olivi ya palmo,Fats,82,501.6,0.0,42.31,2.17,0.0,7.7,5.3,0.0,43.4,0.0,0.0,12.6,0.0,0.0,5.2,594.8,HarvestPlus 2012,No additional notes for fats category,steamed,Rainy season,1635,0.66,Eastern,2023-03-26,v1.0-simulated-2025-11-12
UG1122,Tomatoes,Tomati,Vegetables,96,55.3,1.75,0.84,1.45,0.5,41.5,5.09,1.19,0.0,0.0,0.0,21.9,98.0,0.016,42.4,664.7,HarvestPlus 2012,No additional notes for vegetables category,roasted,Year-round,1331,0.45,Western,2024-07-31,v1.0-simulated-2025-11-12
UG1123,Beans,Ebijanjaalo,Proteins,100,71.9,13.81,15.3,12.08,0.0,104.9,0.5,4.87,25.0,0.0,2.45,10.4,14.7,0.819,0.0,526.2,UBOS market survey,No additional notes for proteins category,raw,Harvest season,1991,0.33,Northern,2019-06-30,v1.0-simulated-2025-11-12
UG1124,Cabbage,Cabbage,Vegetables,86,52.7,0.98,0.95,1.0,3.46,19.1,2.95,0.85,261.4,0.0,0.0,5.0,5.0,0.014,0.0,698.0,UBOS market survey,No additional notes for vegetables category,raw,Harvest season,296,0.83,National,2025-08-12,v1.0-simulated-2025-11-12
UG1125,Palm oil,Olivi ya palmo,Fats,96,543.2,5.01,44.62,17.19,0.0,43.9,1.42,0.0,83.5,0.0,0.0,12.7,0.0,0.128,7.7,537.1,Estimated,Estimated value; requires verification from lab/FCT,steamed,Year-round,1629,0.17,Northern,2024-09-28,v1.0-simulated-2025-11-12
UG1126,Nakati (eggplant) (steamed),Nakati,Vegetables,81,34.9,2.75,0.0,6.51,2.05,5.0,2.84,0.0,47.8,0.0,0.0,27.4,5.0,0.0,20.9,317.2,Estimated,Estimated value; requires verification from lab/FCT,steamed,Dry season,2109,0.19,Eastern,2018-12-20,v1.0-simulated-2025-11-12
UG1127,Millet (boiled),Oburo (millet),Staples,92,127.6,2.2,0.85,21.87,3.9,15.0,0.33,0.02,20.0,0.0,0.0,22.9,13.9,0.056,0.0,286.4,Estimated,Estimated value; requires verification from lab/FCT,boiled,Year-round,280,0.31,National,2023-06-19,v1.0-simulated-2025-11-12
UG1128,Matooke (green banana),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,steamed,Harvest season,1580,0.34,Eastern,2018-11-10,v1.0-simulated-2025-11-12
UG1129,Passion fruit,Passion,Fruits,81,99.6,0.96,0.0,8.0,2.01,78.8,1.29,0.42,59.6,0.0,0.0,22.2,5.0,0.043,0.0,209.7,HarvestPlus 2012,No additional notes for fruits category,sun-dried,Dry season,1464,0.7,Western,2025-02-09,v1.0-simulated-2025-11-12
UG1130,Tomatoes (dried),Tomati,Vegetables,100,41.2,4.83,0.0,5.41,1.55,5.0,0.42,1.14,894.6,0.0,0.0,5.0,37.0,0.004,0.0,200.0,Estimated,Estimated value; requires verification from lab/FCT,dried,Rainy season,3647,0.49,Western,2016-12-10,v1.0-simulated-2025-11-12
UG1131,Sweet potato (roasted),Emikajjo (sweet potato),Staples,83,151.8,0.76,0.13,28.89,0.81,5.4,1.31,0.0,24.7,0.0,0.0,11.6,3.1,0.0,3.1,162.9,UBOS market survey,No additional notes for staples category,roasted,Harvest season,1231,0.35,National,2022-05-08,v1.0-simulated-2025-11-12
UG1132,Millet,Oburo (millet),Staples,100,101.6,4.53,0.2,21.14,3.13,21.3,0.2,0.61,0.0,0.0,0.0,22.8,3.7,0.0,2.3,241.5,UBOS market survey,No additional notes for staples category,sun-dried,Harvest season,1073,0.38,National,2023-11-03,v1.0-simulated-2025-11-12
UG1133,Banana (ripe) (fried),Muzukulu,Fruits,77,68.9,0.3,0.71,21.31,2.95,2.0,0.62,0.07,0.0,0.0,0.0,6.7,5.0,0.048,3.6,119.5,FAO/INFOODS,No additional notes for fruits category,fried,Harvest season,1428,0.25,Eastern,2018-06-15,v1.0-simulated-2025-11-12
UG1134,Palm oil,Olivi ya palmo,Fats,87,668.0,0.0,52.35,26.2,0.0,54.3,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,350.9,UBOS market survey,No additional notes for fats category,roasted,Harvest season,493,0.76,National,2017-09-18,v1.0-simulated-2025-11-12
UG1135,Tomatoes (boiled),Tomati,Vegetables,80,13.8,4.76,0.53,8.64,0.5,19.3,2.82,0.32,378.7,0.0,0.0,98.1,40.1,0.028,0.0,281.6,UBOS market survey,No additional notes for vegetables category,boiled,Harvest season,1421,0.43,Eastern,2023-03-03,v1.0-simulated-2025-11-12
UG1136,Posho (maize meal) (steamed),Posho,Staples,71,37.6,4.74,1.41,19.33,0.99,7.4,0.59,0.0,0.0,0.0,0.0,7.5,12.6,0.053,6.4,340.0,Estimated,Estimated value; requires verification from lab/FCT,steamed,Harvest season,2741,0.2,Western,2016-03-20,v1.0-simulated-2025-11-12
UG1137,Passion fruit (fried),Passion,Fruits,74,44.7,0.82,0.37,8.0,1.63,2.0,0.0,0.31,0.0,0.0,0.0,5.0,44.6,0.012,3.3,433.7,FAO/INFOODS,No additional notes for fruits category,fried,Harvest season,3395,0.17,Western,2016-08-17,v1.0-simulated-2025-11-12
UG1138,Cassava,Kasava,Staples,89,108.6,4.63,0.97,10.0,3.74,20.9,1.98,0.0,90.5,0.0,0.0,10.7,5.9,0.015,9.6,323.0,UBOS market survey,No additional notes for staples category,roasted,Rainy season,2113,0.68,Northern,2023-03-11,v1.0-simulated-2025-11-12
UG1139,Cassava,Kasava,Staples,85,131.6,4.4,2.06,26.18,3.54,11.9,1.19,0.73,0.0,0.0,0.0,37.1,12.3,0.0,0.5,142.1,HarvestPlus 2012,No additional notes for staples category,boiled,Dry season,1431,0.75,Northern,2020-06-02,v1.0-simulated-2025-11-12
UG1140,Cabbage (dried),Cabbage,Vegetables,80,36.4,2.8,0.65,5.74,5.14,47.6,4.07,0.79,0.0,0.0,0.0,29.9,88.7,0.025,0.0,487.5,HarvestPlus 2012,No additional notes for vegetables category,dried,Rainy season,809,0.21,Eastern,2022-10-21,v1.0-simulated-2025-11-12
UG1141,Sweet potato,Emikajjo (sweet potato),Staples,84,140.5,2.86,2.63,14.92,1.9,7.8,0.44,0.69,0.0,0.0,0.0,23.5,10.4,0.002,0.0,400.1,UBOS market survey,No additional notes for staples category,roasted,Rainy season,2057,0.51,Central,2017-10-05,v1.0-simulated-2025-11-12
UG1142,Beans,Ebijanjaalo,Proteins,86,4.2,23.82,7.16,7.93,0.0,5.0,0.5,0.5,19.5,9.77,1.59,33.1,6.8,0.199,20.2,150.0,HarvestPlus 2012,No additional notes for proteins category,smoked,Year-round,2083,0.48,Western,2019-02-12,v1.0-simulated-2025-11-12
UG1143,Matooke (green banana),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,fried,Dry season,3642,0.65,Central,2021-05-31,v1.0-simulated-2025-11-12
UG1144,Sesame seeds,Sesame,Fats,65,508.7,6.28,48.26,12.83,0.0,40.5,4.23,2.27,48.7,0.0,0.0,12.4,0.0,0.972,0.4,306.5,FAO/INFOODS,No additional notes for fats category,raw,Year-round,3584,0.15,National,2018-06-01,v1.0-simulated-2025-11-12
UG1145,Jackfruit (steamed),Jackfruit,Fruits,89,34.3,1.43,0.68,30.37,3.94,2.0,0.21,0.02,99.4,0.0,0.0,43.3,5.0,0.018,0.0,518.9,Estimated,Estimated value; requires verification from lab/FCT,steamed,Year-round,3763,0.44,Eastern,2019-02-20,v1.0-simulated-2025-11-12
UG1146,Sweet potato,Emikajjo (sweet potato),Staples,87,92.4,6.68,0.91,42.07,0.56,23.2,1.65,0.74,68.7,0.0,0.0,14.0,0.0,0.047,3.8,279.2,UBOS market survey,No additional notes for staples category,smoked,Harvest season,2494,0.25,Eastern,2021-02-13,v1.0-simulated-2025-11-12
UG1147,Matooke (green banana),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,boiled,Rainy season,2634,0.52,Western,2020-12-07,v1.0-simulated-2025-11-12
UG1148,Goat meat,Enjovu,Proteins,90,215.4,24.06,7.71,6.76,0.0,24.5,4.9,5.36,75.7,1.15,3.87,13.9,3.3,0.0,93.4,410.3,HarvestPlus 2012,No additional notes for proteins category,fried,Dry season,200,0.25,Central,2022-04-25,v1.0-simulated-2025-11-12
UG1149,Cabbage,Cabbage,Vegetables,100,26.9,4.17,0.97,7.29,1.9,87.6,1.07,1.19,244.5,0.0,0.0,71.9,21.6,0.054,34.5,932.7,FAO/INFOODS,No additional notes for vegetables category,steamed,Rainy season,3315,0.7,Western,2020-07-14,v1.0-simulated-2025-11-12
UG1150,Mango,Mangoo,Fruits,98,60.5,2.0,0.0,8.0,0.84,23.8,0.89,0.05,335.0,0.0,0.0,18.6,30.3,0.0,0.0,100.0,HarvestPlus 2012,No additional notes for fruits category,roasted,Year-round,3818,0.76,Central,2018-02-12,v1.0-simulated-2025-11-12
UG1151,Sesame seeds (steamed),Sesame,Fats,92,558.8,3.99,58.86,0.0,0.0,36.8,0.0,0.0,57.7,0.0,0.0,0.0,0.0,0.308,4.4,436.9,Estimated,Estimated value; requires verification from lab/FCT,steamed,Dry season,2857,0.78,Western,2016-10-03,v1.0-simulated-2025-11-12
UG1152,Tomatoes (boiled),Tomati,Vegetables,94,36.2,1.28,0.94,3.54,0.5,5.0,0.25,1.09,703.1,0.0,0.0,13.4,13.8,0.027,0.0,241.3,Estimated,Estimated value; requires verification from lab/FCT,boiled,Harvest season,2755,0.81,Central,2021-06-16,v1.0-simulated-2025-11-12
UG1153,Avocado,Avocado,Fats,78,598.6,8.27,33.86,22.93,0.0,2.0,2.59,2.11,0.0,0.0,0.0,9.5,0.0,0.0,0.0,189.8,UBOS market survey,No additional notes for fats category,raw,Rainy season,2966,0.5,Western,2023-07-04,v1.0-simulated-2025-11-12
UG1154,Pawpaw (papaya) (dried),Pawpaw,Fruits,61,79.7,0.3,0.13,9.85,1.44,7.8,0.66,0.42,76.7,0.0,0.0,8.3,47.1,0.042,2.8,559.7,UBOS market survey,No additional notes for fruits category,dried,Harvest season,2040,0.84,Central,2022-10-16,v1.0-simulated-2025-11-12
UG1155,Pineapple,Paineapul,Fruits,94,101.2,0.3,1.11,23.37,0.5,35.8,0.37,0.08,0.0,0.0,0.0,5.0,49.8,0.044,0.0,513.4,Estimated,Estimated value; requires verification from lab/FCT,roasted,Harvest season,2231,0.28,Western,2017-10-26,v1.0-simulated-2025-11-12
UG1156,Beans,Ebijanjaalo,Proteins,97,131.4,36.52,0.5,11.39,0.0,149.6,2.73,3.36,0.0,7.1,0.0,33.9,2.6,0.267,15.7,222.4,FAO/INFOODS,No additional notes for proteins category,roasted,Dry season,2018,0.22,National,2025-02-13,v1.0-simulated-2025-11-12
UG1157,Goat meat (fried),Enjovu,Proteins,77,310.4,11.03,11.23,8.1,0.0,174.9,2.82,4.01,48.8,0.0,0.0,34.8,0.0,0.0,132.4,150.0,UBOS market survey,No additional notes for proteins category,fried,Harvest season,4961,0.38,Central,2017-04-26,v1.0-simulated-2025-11-12
UG1158,Posho (maize meal) (boiled),Posho,Staples,91,132.8,0.5,0.88,35.93,3.89,28.3,1.55,0.14,37.0,0.0,0.0,50.3,5.8,0.142,0.0,435.8,Estimated,Estimated value; requires verification from lab/FCT,boiled,Rainy season,2560,0.49,Central,2021-05-15,v1.0-simulated-2025-11-12
UG1159,Sweet potato (steamed),Emikajjo (sweet potato),Staples,68,116.2,3.29,3.41,21.93,0.9,29.5,1.67,1.17,64.5,0.0,0.0,5.0,15.2,0.001,2.1,338.6,HarvestPlus 2012,No additional notes for staples category,steamed,Year-round,780,0.58,Eastern,2023-01-24,v1.0-simulated-2025-11-12
UG1160,Spinach (boiled),Spinach,Vegetables,92,76.3,3.69,0.16,3.01,0.5,7.5,0.11,0.48,0.0,0.0,0.0,99.7,5.0,0.12,14.4,627.5,Estimated,Estimated value; requires verification from lab/FCT,boiled,Dry season,1327,0.24,Northern,2020-07-01,v1.0-simulated-2025-11-12
